# File: gdp_iam_compact.csv
# Title: GCAM iam compact GDP
# Units: 2017 GDP|PPP international dollars
# Source: hamonization exercise for iam compact project (2023)
# Column types: cnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
iso,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
TUN,75520856142,78391819674,79423547040,83163815140,88350384952,91422756532,96220365720,102676795986,107025452709,110288015998,114159347680,111817346541,116540936652,119373949985,123059068720,124252625484,125634548025,128447429136,131818437827,133911815456,122103985459,127489715612,130698550203,132444560160,135011043600,138072564336,141720223785,145406937564,149157513365,156680255138.939,164216776788.792,172685419751.363,181098332993.196,189457493801.178,197682617915.632,205779393248.547,214567218146.939,223219933080.388,231739476721.378,240129377158.383,248384752663.445,257143707388.509,265819180926.074,274424729770.28,282971440711.596,291458941230.044,299963103254.133,308447205151.298,316879150124.119,325221931106.806,333465747305.033,341881404212.435,350275911483.879,358737144889.928,367352344511.669,376069651970.248,385445333320.576,394805293530.217,404235233947.475,413678802815.597,423109968329.815,432924110420.786,442779946012.273,452845517030.471,463152624020.112,473765657173.966,483166666914.317,492637928248.831,502217191462.334,511912923780.205,521792308851.91,529995250158.552,538381760919.134,546960670386.095,555697413708.197,564603217191.091,573072262866.428,581457430009.691,589733589303.956,597732870336.596,605500687389.734,613964399674.718,622404256462.961,630757152138.839,638982972320.519,647065664249.95,654437290549.32,661241909719.435,667765548945.238,674118777637.141,680361274439.909,686532043394.375,692830600376.112,699281340658.88,706109871682.765,713209659411.131,720165256210.787,727445269285.686,735014195993.39,742846078992.655,750957143273.199
TUR,983804277590,927226044891,987015662892,1043893153310,1146152807100,1249230813740,1336018920510,1403400451696,1414838475699,1346598647760,1460077969714,1623608302680,1701354678939,1845728509068,1936902231040,2054752773021,2123033984340,2282303940201,2350313937868,2368731210770,2414685361440,2688836588160,2838493461440,2914289443884,3019171200606,3109743080640,3203044168693,3299125404465,3398102384050,3514157110569.29,3634612203224.08,3754881073877.05,3874571081412.12,3993640888224.54,4110201073217.2,4222125358813.76,4331270456142.5,4438733722508.43,4547492918942.7,4653047385801.24,4757908200327.47,4863343675732.31,4969312628956.37,5078229747572.58,5175592950953.63,5284829991106.04,5393477885074.21,5501110700977.76,5608238800149.58,5714785867500.86,5821159853646.79,5927097679045.01,6029770531759.21,6134421259710.82,6237695612048.21,6340166127392.95,6443706054787.17,6548116854488.07,6654097612118.74,6761320876459.65,6869716798212.24,6984675762225.75,7098007954947.79,7210280512638.88,7320623031275.56,7429751068274.04,7548288981336.94,7664106236230.85,7780313629485.52,7893437502626.66,8003332177874.82,8115108693930.26,8222276245429.25,8329362114403.97,8435693072323.24,8542933825000.7,8648943060231.59,8750016828118.7,8860802043683.97,8973464511419.06,9082054536694.29,9193849185884.01,9301303861290.54,9407285616033.01,9510617991520.17,9611898622228.83,9717747197941.94,9819815131497.67,9916975959317.72,10008707186381.6,10092955330717.7,10178289250514.5,10261601515244.3,10344884990331.8,10436112373480.7,10535607137830.2,10641119536560.7,10750226919559.1,10859171090264.5,10970296315437.7,11082387952733.8
TUV,,,36467880,31661883,34075670,32380970,32384150,34179110,35963520,33509780,32266070,37675352,35658161,37114748,37586989,40952516,42729412,45102101,45550142,51644659,49244877,49938526,50081460,52016162,53424360,54614175,55714648,56745095,57791536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TWN,621729372202,613018458202,646614303936,673938078165,720769608351,759562889580,803424317608,858432128528,865304367648,851356915520,938567923532,973060240400,994680705024,1019398014024,1067494977670,1083127155796,1106590000340,1143213417495,1175086837026,1211081212234,1252089994841,1333817658250,1366555780002,1395234667200,1431510769480,1463004009720,1501042101240,1537067117080,1573956721920,1600739402587.12,1627522083254.25,1652802840980.9,1678083598707.55,1703364356434.2,1728645114160.85,1753925871887.5,1776971722653.2,1800017573418.89,1823063424184.58,1846109274950.28,1869155125715.97,1886941642559.35,1904728159402.72,1922514676246.1,1940301193089.47,1958087709932.85,1969399617250.26,1980711524567.67,1992023431885.08,2003335339202.49,2014647246519.9,2020723624538.12,2026800002556.34,2032876380574.56,2038952758592.78,2045029136611,2050784400181.82,2056539663752.64,2062294927323.45,2068050190894.27,2073805454465.09,2093419720028,2113033985590.92,2132648251153.83,2152262516716.74,2171876782279.66,2191342764877.67,2210808747475.68,2230274730073.69,2249740712671.71,2269206695269.72,2286766324298.91,2304325953328.09,2321885582357.28,2339445211386.47,2357004840415.65,2372028285222.42,2387051730029.19,2402075174835.96,2417098619642.73,2432122064449.5,2443132446540.62,2454142828631.75,2465153210722.88,2476163592814,2487173974905.12,2494905022195.56,2502636069485.99,2510367116776.42,2518098164066.85,2525829211357.29,2530554181083.35,2535279150809.41,2540004120535.48,2544729090261.54,2549454059987.6,2551705828556.61,2553957597125.61,2556209365694.62,2558461134263.62,2560712902832.62
TZA,45366173280,48088037218,51533021960,55081039862,59392491164,63769590826,66741580152,72391854570,76422097600,80534412320,85655985440,92425666800,97178376000,103767273000,110754396858,117577727208,125651588130,134160934866,143499403320,153525717954,160920990452,168882274440,176798808100,186014320660,197546604096,210165182850,224498181144,240249253160,257141146200,275040991387.252,293416133130.249,316850863904.43,340699689829.825,364983130224.818,389668142839.689,414782790563.336,446926090422.254,479559119720.369,512728341090.846,546379845804.529,580434353299.296,623506320946.155,667116259316.982,711261730097.652,755953110855.305,801090682372.901,858005189698.748,915639150486.127,973918763325.747,1032882515211.12,1092591865439.81,1167064157290.87,1242313733270.57,1318378219653.57,1395114773898.55,1472623172928.6,1568473541616.87,1665203425267.24,1762928942384.69,1861789587379.61,1961342122285.61,2082484863617.72,2204996110780.56,2328479904444.58,2453090251302.33,2578793852848.23,2730608076140.67,2883776537109.02,3038308777804.53,3194662423096.08,3352293980872.49,3538727391527.94,3725916055986.12,3914476703798.25,4104042071219.91,4294927635138.6,4519141854539.34,4744331926398.94,4970799441346.5,5197607132640.81,5425745721967.95,5691606250727.69,5959316750336.88,6229222899654.15,6500944139353.94,6773995984351.47,7086815379758.48,7401741476427.45,7718843597567.31,8036146117584.64,8352656553517.27,8710963007273,9069727422404.01,9430697024692.85,9793087145817.77,10156337870748.2,10562786468214.1,10970964709509.2,11379095255102.6,11789714728544.7,12201735345841.9
UGA,30052664180,32685856728,34992686532,37147514688,39304576980,43237553205,46284862710,50018013918,55234415280,59689689176,64157431075,69083154591,70695102248,73479957270,77699849544,83920550064,84054799269,89795263194,94735185786,102107008283,100778226496,106828213580,112099032534,118483547834,125243466942,134649806490,143878439978,153622004832,163282181640,174583326229.579,186002576482.8,200772811356.933,215650305232.622,230743961579.807,246085686988.472,261655813295.809,282469683045.668,303471737225.386,324616482127.199,345847321432.876,367110737091.109,395345261359.688,423563413531.071,451750275665.329,479949493716.81,508099112577.237,545538314430.716,582769222078.113,619974352168.833,656995830507.046,693902937974.697,742843567272.246,791535339600.216,840121252300.79,888431788725.09,936447966356.468,999238688133.637,1061564763776.67,1123457239587.39,1184901746035.98,1245973998204.79,1324609082377.44,1402632527182.48,1479889412975.2,1556345645892.03,1632003076446.41,1728658927893.34,1824251798341.22,1918953111726.01,2012287969197.48,2104492481498.27,2220157473687.15,2334668668852.72,2448171997357.1,2560270583356.03,2670964800318.37,2807496283044.11,2942536567177.5,3075842822372.56,3207294112797.4,3336921658895.32,3495126289413.39,3651546027718.14,3805890807217.14,3958448187373.16,4108896408692.97,4288728123654.07,4466213844885.3,4641106495271.41,4813769349434.57,4983836141219.87,5185190436429.81,5384240815437.68,5580052939095.71,5772895134555.61,5963345189442.06,6185553060803.52,6405111996553.86,6621971269795.5,6835854922515.98,7047903877665.91
UKR,355037360832,386278277901,406749344484,445390524852,497952902424,513381810336,552404768090,597694224240,610842156921,518614028865,539870106048,569348368770,570633171516,570640063470,533124581840,480941192235,492564504285,504190074157,521780552704,538472385468,518265840764,535642067844,373558277560,362343405528,395136730748.494,424238979958.277,451073381031.224,471411208254.675,489205845069.075,505460933079.419,520919682292.317,537273938876.101,552730399671.936,567354331859.493,580827465779.357,593927177503.331,606641910775.618,619237079669.598,631617828452.24,643321562722.494,655552647964.13,667462383437.938,679110538829.241,690846241967.014,702236880338.615,713589415985.541,724450345444.385,735048640247.711,745351242931.504,755924068670.124,766056439286.383,777257233602.39,788043636935.545,799469208248.791,810224955418.355,820650657290.961,832958094719.527,845364614556.467,856949013326.491,866234993584.482,875420077885.703,886531422867.389,896425029939.734,907348450154.204,918503007081.742,930638753545.939,941973057549.722,953905107684.373,966840791162.587,980840504197.814,995654695664.829,1008591684884.64,1021952559017.15,1036373038860.53,1051117654651.55,1066481756441.68,1081830563312.21,1097124192255.82,1110951176142.44,1122937069034.1,1132869349656.34,1144707960922.77,1153895471013.71,1161787148326.45,1167104525678.54,1172075937090.76,1178704749233.54,1185206856325.65,1190866914860.62,1197579933832.22,1204860536472.92,1215595519275.24,1227286529216.21,1241416493530.38,1257778551990.72,1274385264471.19,1291242417387.99,1308702959478.89,1327196919813.49,1347750641617.34,1367684112333.38
URY,48076683366,46223928570,42660252846,42994494808,45145780355,48514632328,50508309304,53815704573,57673028640,60119975268,64818585022,68165968437,70560676344,73839634400,76241454520,76516069407,77805147480,79072134309,79455075600,79743232035,74859392751,78152432895,81973426095,83626913169,86037300022,88273260267,90397670400,92391537096,94402431978,97164848994.6349,99912413457.6444,102836750251.617,105689222500.696,108403347161.897,110975338317.388,113424925552.115,115874563106.215,118320256467.479,120731269098.589,123117347190.172,125502652993.166,127936921201.414,130384000543.996,132845803634.189,135311389812.417,137781988836.322,140637833471.773,143432999624.582,146180441553.713,148887598757.112,151480146311.062,154171941536.46,156842363022.507,159566953370.118,162315814243.837,165125186499.411,167797760996.511,170426121602.989,173022258649.984,175582387835.237,178091594659.031,180672684234.716,183181080965.883,185672232151.904,187961600094.612,190144001052.319,192602378074.234,194964924278.75,197269320340.976,199512845556.214,201627623787.55,203585115677.045,205512042067.256,207422973071.088,209391589531.401,211375211174.699,213309897413.265,215267015594.545,217169332283.077,219132594555.576,221095529448.315,222933200888.36,224788522509.644,226661816780.372,228517382973.487,230358541150.279,231964687374.818,233536700737.303,235039282008.802,236458717914.681,237834904990.455,238938213310.681,240178751486.053,241778039329.279,243731731829.999,245983564047.12,248347469433.341,250613648331.424,252880264684.136,255122034367.583,257322915323.711
USA,14156078450304,14291168373600,14533517657206,14939901613461,15515480309683,16055903112750,16502710149550,16834508282445,16855097405526,16416896978832,16861584842378,17122911553176,17513469699411,17835995716084,18244007962684,18737821958462,19050288257574,19477350041600,20050978342272,20511090645900,19943352860532,21129298743934,21566359649370,21906386315591,22139215282885,22528959474960,22991151126876,23478497492166,23976648681167,24372483244650.1,24767501492996.4,25159475034250,25547435429803.5,25928330946947.1,26288163994737.2,26635927093854.8,26962497376095.4,27292803307484.1,27633104619381.6,27960917515983.6,28285587170163.3,28620875500462.7,28970299296637.6,29326060684495.8,29671845443986,30005998494657,30327733143953.8,30666994607735.6,31037890096066.8,31418922803350.4,31798066086410.6,32183812522594.5,32574600626060.1,32961777042204.3,33341808284225.6,33714027802359.9,34080999501419.6,34457631656727.8,34848502078049.7,35245476174935.5,35651206014855.8,35981275502643.9,36308039045455,36628351485795.2,36935080164467.5,37224269353822.7,37498586989563.2,37766599985034.5,38038918316313.5,38316010297833.3,38599125260251.8,38847296001452.9,39098707540537.7,39346780991284.4,39588729309133.7,39821813316803.8,40094237646972.6,40369022464596.1,40646458537670.1,40917391062103.3,41187658329894.1,41492958557536.4,41786492455851.1,42075351964839.8,42376582480011.4,42690986742933.8,43001926501820.6,43323069039615,43645367315720.8,43967530232643.6,44283548630517.6,44638890499141.3,45001681695841.8,45376675564691.6,45764518664085.8,46158588584776.9,46594670340422.2,47023375108532,47450861887735.4,47877559339406.1,48304002413543.4
UVK,9578677888,10014787328,9973415940,10227322497,10290184506,10752786343,11136159450,12071099374,12289938360,12910563688,13544927375,14400643220,14650574552,15432738270,15946909665,16893601220,17835654176,18696472697,19331554912,20246103900,19164053122,21226264611,21800796180,22565288592,23446850604,24349103388,25227291843,26111919342,27027555800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UZB,73410150888,76492126872,79552770024,82893652608,89026065942,95258275283,102404986026,112133025576,122223176640,132122304237,141495017213,152142774835,162948684775,174843574290,186860158717,200351094381,212230794150,221564458647,234590383848,248623951128,253580139985,272355988541,287792066763,302923453525,319571889665,337092009160,355490600820,374949793350,395647370538,417461204721.521,439770883852.233,465616073384.268,491719493217.314,518046124559.035,545485953024.108,573541838192.074,605870391433.559,637979355652.773,669824942942.285,701553804585.911,733035750807.181,766755621473.502,800473213252.609,834171371147.08,868015490128.181,901863875198.113,937903133027.398,974063591405.749,1010304722514.74,1046788366997.28,1083473946827.84,1121830013604.71,1160553937378.28,1199644422371.46,1239340173228.83,1279502007735.51,1323133423642.22,1367391217807.26,1412130717538.6,1457164072098.8,1502170128175.6,1552520654329.04,1602989058540.19,1653842082188.79,1705258542240.69,1757164366248.67,1812256565684.32,1867694600962.79,1923949978396.57,1981091814471.76,2039229651915.66,2094696002389.87,2151335694741.87,2209461214852.11,2269209702623.19,2330261050320.33,2388629467318.65,2447444819199.11,2506690521917.69,2566888937893.17,2627036115459.45,2689441364669.03,2751515729008.6,2812484019530.9,2872555954406.77,2932298993382.92,2994319173352.9,3056994516467.2,3119801589080.88,3181473314292.95,3241870981278.67,3303415494906.91,3365123193898.97,3427064200131.06,3485712123430.02,3542833537110.4,3597520566316.02,3654400323902.21,3712990021373.02,3773103500563.69,3834786950502.85
VCT,1014814656,1029845880,1078775928,1143553896,1185073740,1210590792,1288281456,1338828143,1343056580,1325116052,1267032132,1257863052,1269659577,1297968512,1321880560,1355624160,1408690030,1427276840,1484801046,1493441175,1436451555,1446127758,1521561360,1611100842,1689816048,1753809324,1800955020,1847569137,1912465408,1955225720.18077,1997404845.15898,2044602036.52695,2089720688.77306,2131915063.37313,2172004939.25554,2210859256.32726,2258962908.46603,2306086641.29547,2352147548.6459,2397030560.04766,2441899475.97207,2491003551.18074,2540331405.79128,2590702718.15437,2641500370.85614,2693099734.89274,2751909951.2601,2810378218.48236,2867974097.25767,2924776831.31138,2980957982.06285,3045110905.8928,3108808534.6829,3172386137.93715,3236172748.45726,3300666623.75538,3370463924.89282,3438500077.03052,3506419245.45484,3574451826.63676,3642597548.44549,3715025165.92291,3789492123.68725,3864214612.95519,3939028349.73638,4011494489.67098,4090149958.96084,4163341946.53491,4233014063.32968,4299799621.25035,4367043541.74685,4436818383.42952,4507404622.5905,4579098850.85938,4652003562.83999,4723321253.89968,4793869002.35636,4865780900.59009,4938940972.00465,5012231207.3127,5087355090.72537,5164292672.46411,5240401546.18547,5311947093.4971,5378622672.71653,5441054691.64008,5504136871.84945,5565936676.1985,5625703239.56831,5683549324.55318,5739286498.30492,5794871758.13971,5854402669.1076,5918993862.16516,5987069238.8417,6056183691.51121,6127357108.01821,6197667552.56441,6269482745.05623,6340745473.96546,6411054380.18603
