# File: gdp_iam_compact.csv
# Title: GCAM iam compact GDP
# Units: 2017 GDP|PPP international dollars
# Source: hamonization exercise for iam compact project (2023)
# Column types: cnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn 
# ----------
iso,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
LBN,56328833988,58522228050,60509002530,61535372504,66150767868,66622708639,67654727280,73945589592,80660785930,88910313163,95999353086,96833404098,99323719872,103118279337,105680383194,106173355649,107815184496,108787768875,106736623437,99365845408,73614907275,75374372469.6243,76913084105.0582,77495744677.7215,77705359586.5406,78111593512.8972,79071403780.4822,80311410327.9062,82043780243.9154,83957375028.4107,86045126060.6996,88524035623.8988,91105748277.9206,93723681776.3427,96287347674.5659,98761035810.2219,101710198501.329,104700781717.197,107659923904.825,110463467797.139,113082837333.801,115755898717.332,118286487729.531,120706544167.617,123063887195.12,125402555056.918,128009474809.212,130696948312.652,133474971927.162,136354788292.761,139344501342.381,142708156424.216,146201709376.557,149821078762.811,153565725700.639,157410886295.694,161485857707.899,165659818704.9,169950770345.826,174350518141.503,178889896401.702,183491244984.402,188226223535.295,193085800662.029,198043470806.875,203082130555.022,208327161022.487,213654118273.574,219020901184.808,224409351153.843,229778605182.784,235107506959.318,240392037827.078,245638174356.01,250898637582.205,256164895687.232,260844572132.435,265490543939.755,270064268300.53,274518977696.667,278779580620.69,282636093805.975,286178714154,289364396676.686,292122092331.98,294456017473.946,296114304926.05,297379612974.961,298365998372.497,299184776562.888,299985496242.24,300881924779.583,302070489627.299,303671487271.334,305814802026.214,308631593142.606,311232083391.662,314048379999.644,317085315628.657,320443055476.165,324148959642.432
LBR,4570641280,4696718208,4904825750,3483677859,3622017280,3834131152,4159265916,4704255612,4991455128,5250599672,5584083048,6014079669,6520453632,7096577112,7145874320,7146381216,7029889416,7203431086,7292891478,7109418236,6898489866,7244173020,7592659235,7922892488,8361669747,8841639740,9355130575,9897589132,10427661225,11203201625.0484,11969894273.9681,13011469606.6251,14046464050.538,15073787388.5923,16095916411.0456,17111918426.3522,18548615296.7944,19977832544.6912,21402739117.6185,22827603900.3416,24251508647.3881,26270391489.7653,28290156140.4808,30307708759.1373,32329469729.5855,34346242922.6889,37135084008.4374,39921949526.852,42710625596.1781,45500669306.094,48285558320.8514,52051166346.5567,55819830976.5738,59593159723.249,63367058110.8851,67135675479.3927,72151666334.8756,77177787242.6577,82209125980.1309,87241738655.5282,92298653662.8104,98863606308.6633,105444674846.255,112051674245.18,118673038508.019,125308404835.119,133659832416.801,142017040829.707,150399004310.507,158786318597.019,167174156622.102,177476042648.057,187770503827.925,198048854046.909,208327374418.594,218534094240.907,230906061955.434,243283177391.677,255635438138.346,267968413219.632,280257531304.528,294941308408.847,309594845917.746,324277176386.565,339014887157.76,353767336483.267,370947850838.721,388226420019.51,405465753220.982,422824488100.294,440265800825.632,460506240403.836,480826042148.752,501293660850.627,521830010101.802,542474348491.67,565844730437.523,589348667264.378,612951578239.703,636653098150.876,660446257300.151
LBY,142053559060,145784319000,140351241360,163010819740,172538305170,190860627750,191392026400,203315881240,202986090720,194054488880,203807101792,101210168719,189084616837,155063643046,119332685725,118335967284,116568786870,154425254048,166703693403,148038593846,104436670580,134021077850,116848220760,137352344980,148886753469,160517632256,168533371476,176684698356,185031831006,191367422315.824,197713715655.902,204689697107.732,211506861150.075,218155182452.311,224605613583.026,230824863894.423,237715346138.51,244501624333.493,251024044768.239,257407034687.593,263627366603.816,269965643475.341,276192105028.288,282307424744.759,288219979563.51,293926649480.826,299972080688.425,305938950152.302,311832543754.619,317665443618.732,323488372986.946,330084802636.53,336628247790.18,343149484721.875,349641036979.465,356071617358.291,363949790330.549,371908786888.396,379994018783.308,388278943470.961,396553421646.562,404750814066.208,413033655610.454,421276525116.455,429495171276.51,437653157737.038,446294752472.721,454855032245.069,463269888775.582,471497981296.623,479519386181.642,488175855288.7,496620269173.336,504858828178.699,512871177175.711,520738052364.176,529830235542.32,538801521812.695,547531127488.74,556022094105.57,564311283290.521,573647040257.292,582819765057.741,591957004005.309,601107141709.229,610252062388.472,619610461933.463,628732752292.694,638969102005.487,649016823125.827,658842168426.76,668557615575.251,678356003757.495,688328230786.781,698403026766.454,708573961553.912,718224492591.167,727888706189.342,737660758996.873,747479746483.012,757338967614.532
LCA,2014536264,1947063546,1952291517,2042066201,2179476882,2171967292,2306611002,2352183456,2467194020,2430111420,2441761728,2550298082,2545045698,2494345365,2528648964,2514069972,2615475632,2696698545,2783837893,2763777780,2088847514,2342504892,2688766479,2767059712,2841539856,2896712467,2941819488,2981947689,3022574340,3094767269.46992,3164930044.82786,3252750630.09676,3338421994.54197,3421343774.51004,3501734139.1982,3580067285.71715,3680045921.21791,3777419102.61079,3871124316.93052,3962546944.92812,4051136689.42686,4156416534.80979,4259821235.4954,4361588386.39275,4461110790.28878,4558558681.09307,4673721389.1329,4787122333.63708,4898097920.81198,5006928202.44795,5113417006.58486,5238427318.15353,5361353882.7961,5481166479.11984,5598059409.09267,5712822128.57184,5850597080.06596,5985069512.78154,6115022964.0666,6240856184.46782,6363593389.24835,6505933010.844,6646767654.05932,6784524270.56321,6918847671.75815,7049008545.1839,7186363562.96694,7317532522.53258,7443114142.2618,7563949698.38921,7680132957.05841,7792218236.58435,7906454715.36708,8024646314.22024,8146948686.07115,8266102080.95073,8384207682.47345,8505819324.98903,8633411871.84342,8763460851.19417,8892383768.48028,9041487683.39421,9193740866.68668,9343029144.03095,9489567666.83447,9629758893.8685,9804058818.57508,9978461933.20732,10150895263.6487,10321429649.3732,10491191393.2753,10662229017.2533,10831901928.589,11001742816.5889,11171531552.7232,11342200906.2741,11510964992.8669,11681967880.9042,11855263898.5904,12027728717.726,12201830509.0135
LKA,116310781776,114044371680,118289698488,125319391272,132142315449,140391578640,151157286832,161430563442,171036341376,177093292896,191286875802,207862738902,225811304025,234960586525,249946332972,260458954470,273621619362,291299434692,298028636840,297371553060,287045941521,296595304236,270919507276,262655063286,266543013498,273493260270,281697016160,290404289172,299406769424,311774091068.374,323851664752.828,337412696042.26,350559964738.838,363518933882.39,376295318092.939,388578771830.573,402151955845.107,415537425020.379,428706016311.53,441829850887.039,454798205504.006,468500290208.642,482284298307.471,495709782904.326,509071073048.519,522439972942.154,536407550064.001,549986313761.246,563476696033.922,577260924957.51,590756577547.183,606304971084.954,621339066209.07,636086990301.576,650044897152.549,663648734121.381,678874142774.137,694092076268.426,709503491536.676,725130464645.638,740809799188.125,756964387317.583,773484095299.848,789790026570.596,805896323878.833,821487288145.668,836860048238.652,851319927995.533,865350542458.243,879187568695.653,892771605318.949,905455709699.1,917955100708.381,930276367591.278,942271315116.846,953713147384.195,966845869884.007,979318783196.974,991290425000.068,1002758841585,1013593551228.33,1026109074951.51,1037881829267.22,1049214890746.66,1060432293341.79,1071722548527.62,1082332517359.43,1092358823605.41,1101542841206.55,1110548999485.51,1119835602439.3,1128167556425.01,1136455132290.14,1144595311140.84,1152637075788.65,1160508300853.19,1167062784127.64,1173320489238.01,1179313715606.18,1185018013669.04,1190390322169.4
LSO,3524325712,3638935524,3697406586,3847027392,3940444808,4062116250,4242819602,4453081375,4621122024,4638235325,4874974992,5121644883,5384909406,5479794488,5592363480,5775856292,5882922414,5723393181,5647012506,5536444416,5320881714,5432761528,5545733952,5669899032,5797756340,5945617860,6032432872,6113325659,6179117060,6493596136.30376,6807951355.81521,7199131426.39614,7594720046.93565,7992266781.88543,8391246644.57068,8791822622.40681,9315774735.87747,9842898955.08593,10372036222.0131,10903108606.1448,11435450563.9805,12124423882.8538,12816699696.9836,13510390022.7609,14206483836.1135,14903164146.5009,15789344657.9125,16678746766.4823,17572355388.9835,18468363810.992,19364654502.1802,20485169662.8918,21608397478.1057,22733047291.3485,23861281637.2824,24992233751.7855,26379130039.9432,27768818581.4207,29161217818.2587,30552827169.1883,31944352832.4458,33613353995.1306,35288071800.0197,36962226226.5254,38635593969.9308,40312344878.0833,42301064736.1338,44296903644.5644,46299807838.401,48314196189.8681,50337913191.3916,52663995201.9686,54991672663.608,57325662088.1925,59665150900.9181,62016947439.4887,64663219983.9134,67305944652.979,69945153926.4653,72580870396.0118,75224338209.7693,78166251843.5148,81101590882.5522,84014438825.8562,86924254427.2269,89829177933.941,93066684711.108,96276144322.6787,99464138177.2703,102631857537.593,105794020193.425,109287922176.96,112751383082.14,116206456392.464,119654786287.496,123093898887.582,126824246788.804,130546080300.955,134262215341.502,137975935448.605,141681753414.987
LTU,48556886000,51721030842,55208649606,61039593890,65052268787,70094208919,75281917110,83633892192,85822177194,73094171864,74292725170,78783588024,81821013552,84728271660,87704968776,89494384385,91738911024,95661658736,99511956834,104092492856,104079114360,110305828074,112386986928,112086077914,115152778488,118112639799,120978099694,123587881364,126137472852,127986758170.425,129746483843.034,131489050365.053,133213110993.714,134917318164.663,136600325198.702,138260788030.583,139886659787.055,141476231742.303,143027817542.764,144539756151.42,146010414777.732,147483273886.406,148958098374.37,150434650231.036,151912688591.935,153391969794.153,154810348871.795,156165840087.259,157456530989.749,158680586884.544,159836255154.93,160967877222.509,162074818291.817,163156453982.392,164212170911.886,165241367272.235,166341198579.472,167512961948.621,168758046445.767,170077935822.569,171474211451.807,172961997443.632,174543434117.92,176220810519.593,177996569913.882,179873315686.66,181797509076.476,183770242137.31,185792640829.789,187865866071.256,189991114823.799,191223368809.558,192562938441.13,194006213860.08,195543993082.566,197151407099.192,198217318426.479,199464240876.032,200836897439.864,202222183945.069,203649383935.716,205386626161.665,207146166403.225,208926867778.324,210624209680.928,212270273437.102,214360949034.446,216539281901.9,218761735015.584,221073090268.217,223390319839.588,225718686191.431,228121266236.32,230681916589.778,233359215273.055,236129737528.39,239009297055.643,241968187239.863,245009349443.904,248147899727.355,251391086065.698
LUX,43566566596,44864595823,46311632676,47492890368,49535257590,50742811675,53807835809,58153568788,58026020448,56180281898,58222267224,58864885248,59823997800,61709648202,63362900150,64764848565,67965233472,68923138656,69723453380,71354204226,70760767620,74415808750,75489639000,76366496835,77652769520,79645699404,81444392149,83327061312,85206988725,86836761861.6891,88439370575.7071,90115512332.6638,91868210371.0872,93700657874.888,95616227458.0903,97618481270.5115,99660330801.1729,101742507628.055,103865755757.986,106030831815.804,108238505235.961,110444055654.61,112645479068.86,114840735251.108,117027750620.602,119204421248.879,121378226231.79,123547531181.414,125710676220.409,127865977922.5,130011731331.873,132170311048.476,134341162529.072,136523715360.013,138717383397.758,140921564925.763,143151176334.171,145406318112.191,147687087131.443,149993576562.093,152325875788.919,154668598414.858,157021111624.807,159382767780.857,161752904631.302,164130845535.286,166502290426.892,168865945902.979,171220505448.076,173564650561.562,175897051916.54,177273484158.962,178645175331.746,180027156647.46,181458815573.251,182861826435.533,184437700100.024,186094564002.607,187763795355.406,189423970367.44,191037161411.974,192923353626.678,194778234671.783,196607992582.093,198377119519.578,200167723056.444,202138425966.601,204219111556.059,206293158741.503,208384497222.755,210454032573.79,212772737334.345,215088864171.088,217441195776.84,219855394993.617,222298150062.125,224929990656.77,227595104540.489,230287136925.246,233011891042.982,235770935835.468
LVA,30772550634,32709203592,35034053659,37977760348,41139540387,45545834250,50995134628,56065922120,54245044784,46509163428,44443900620,45585774600,48791209190,49770674096,50701153908,52680798852,53932388719,55714352850,57930484810,59431758720,58131419508,60476462274,61664604783,61933833464,63742344422,65920947528,68178271352,70554882378,72962641917,74312974132.1619,75711633378.0583,77055400302.4203,78340358816.6017,79562708379.906,80718782481.8782,81805066753.5746,82843708142.9143,83832484472.5901,84769257516.6833,85651980640.0524,86478706191.9821,87279152821.2479,88052432684.8331,88797681656.5288,89514060925.1485,90200758558.0269,90854723998.186,91475155133.9503,92061286082.7095,92612388759.4623,93127774377.7751,93652563963.1676,94186883509.6581,94730861718.903,95284630051.3949,95848322778.9132,96492995850.048,97220172819.2454,98031586760.4455,98929187122.3464,99915147500.6366,100946358232.509,102024001509.322,103149320691.169,104323622679.795,105548280427.795,106770422650.405,107989628637.581,109205474150.283,110417531650.635,111625370537.409,112551785032.309,113585478902.251,114666996304.122,115786528089.28,116866730837.1,118117851847.763,119442324919.085,120773477051.816,122093093269.228,123467883988.719,125077796741.507,126682661630.681,128253602415.822,129816784010.524,131537402476.58,133107411805.951,134729353658.346,136301339234.411,137850777866.881,139347562096.935,140940390622.647,142568924323.523,144319513563.695,146227640102.035,148198998012.966,150295014214.022,152476312088.777,154745085195.387,157106012371.273,159562407988.513
MAC,,22443067736,24486674940,27326311983,34606209479,37350297908,42340436532,48501132014,50137142265,50785361518,63521018016,77252434346,84437747862,93594000608,91572830568,71916312559,71416949685,78522519293,83561612593,81559064000,37297622575,44477229785,32590253512,51796944351,62474668746,67806361089,70782105713,73208875726,75653228164,76718602059.0742,77788544126.214,79216540900.2233,80691409259.3185,82198664403.438,83702814851.1249,85162260639.2474,86559026392.0426,87779977688.8069,88945114305.7594,90083650614.6582,91230901670.5579,92379636221.6129,93585804219.5447,94840875795.9532,96127289429.3339,97422516096.086,98588421914.398,99724074166.0423,100820236633.412,101879450202.688,102904381288.307,103720974762.615,104505882647.202,105261755450.403,105990665679.976,106685865363.886,107430402069.813,108136219357.759,108797837404.464,109411885863.371,109966400080.325,110595006738.411,111143325087.631,111632677402.168,112090189640.169,112549559915.541,112922398276.241,113393101466.311,113962278699.888,114621379713.711,115352746292.353,115938500201.604,116559049031.706,117223528680.84,117951062537.971,118766395826.515,119719696024.18,120819164659.3,122063727124.491,123418115005.48,124847043514.887,126481655132.136,128113998677.491,129727609692.822,131319236414.345,132894592607.976,134563398721.78,136209492685.57,137848445536.324,139455033064.329,141023352822.415,142644171902.505,144213269039.275,145749219993.51,147300354595.686,148920987413.091,150641687698.611,152589688193.661,154585179434.871,156623663571.909,158705455547.314
MAR,137415444404,147474186288,152077540197,161143111554,168873171570,174431889945,187644437214,194271874522,205779148805,214511921394,222697090714,234379092483,241433817746,252383875152,259135276950,270393634875,271802875918,285550382256,294304342620,302812629960,281049223392,303335489054,306777149630,315881885050,325689565160,335883549616,346772061450,358494890306,370614014130,390506175202.591,410332302300.957,434050379698.188,457585192434.824,481294262056.821,505008086702.921,528677796598,556069349421.261,583434496879.635,610764039895.474,638173805645.766,665553909827.083,696633993953.385,727723076316.526,758904105240.586,790201452706.118,821485995018.822,856206713486.643,890899268968.378,925666845261.425,960633336985.102,995709440882.026,1033786960745.11,1072036726075.57,1110505863654.45,1149166886004.68,1187867299279.28,1230527019676.06,1273395968469.55,1316509447690.04,1359865535427.19,1403418174193.65,1449214319893.66,1495168637702.47,1541584041568.93,1588511982885.55,1635718837491.18,1684786703488.94,1734067428831.96,1783873373683.41,1834254351234.58,1885322508400.07,1936494939075.13,1987767480141.47,2038929020528.25,2090370259729.08,2142298214288.68,2193932997296.13,2245543956292.87,2297423763075.64,2349222658911.74,2400759707032.66,2453483909541.08,2505842857867.48,2557793077757.31,2609475487285.27,2660061996585.38,2710393878187.83,2759684095363.37,2808645222195.97,2857207576448.66,2906170477401.4,2955456349276.25,3006320075806.55,3056857619509.58,3107949862369.28,3159762215145.7,3210562638408.46,3261629257249.76,3313048783772.47,3364580255218,3416634151444.58
MDA,14668034220,15562211664,16774153160,17879883069,19207276744,20644079940,21635912750,22283323962,24022997864,22582248464,24182517918,25595887395,25445253132,27741692088,29128647148,29035745670,30308260888,31586082000,32876161500,34067622240,31237264500,35591987392,33608287482,34287951360,35748457554,37546788160,39447135750,41455837537,43552583716,45851305258.9953,48269109469.5437,50891240069.6346,53577962730.9924,56266271476.688,58996262306.216,61761588511.0552,64531785209.188,67433925306.7559,70457527691.3772,73763922272.4579,77164474807.9414,80179427560.6716,83227909601.0746,86329804663.0357,89500110253.1129,92743800852.0682,95642462331.3859,98564492803.0265,101505192634.324,104489842821.232,107528430372.784,110297887719.535,113132449731.827,116041218661.675,119020007356.694,122030928209.792,125266064373.219,128608366448.594,132023679232.78,135462369023.656,138992476817.719,142943037528.154,146997103546.427,151277768475.558,155831994473.131,160690322157.356,164866533337.305,169296740338.129,173881762697.286,178663598716.204,183757383911.817,187185241065.805,190822000215.703,194676959711.643,198716701701.592,202895788459.897,206398143107.938,210007617755.46,213704070064.195,217477370581.44,221307214770.621,225696709676.782,230192362682.481,234770867744.716,239393948022.371,244064865316.292,248134708039.816,252207244193.347,256187725995.133,260016686979.09,263605047383.865,266849344547.953,270180915120.714,273865804907.355,277726754182.455,281806315858.88,285462183535.712,289104412764.831,292854568017.451,296089143584.541,299672026088.281
MDG,25454406369,26975946924,23628739761,25940645472,27305040320,28602809910,30147205132,31869324630,34008601088,32654186670,32856291864,33375079392,34381260054,35171887772,36345302796,37484212505,38982009652,40514171357,41808388842,43652988250,40537182040,42863866396,44667766662,46532056692,48763684818,51070998916,53453816136,55898696978,58415114436,62069823757.257,65734269358.3445,70732861834.5047,75789808454.9141,80888883771.7376,86023653879.9934,91195574948.1616,98373236495.4964,105596769879.765,112874443310.404,120208053417.232,127579701516.028,137689197499.467,147855022367.934,158087893943.457,168383970538.754,178724578208.424,192737173970.224,206821312112.64,220980688864.872,235233995789.926,249544424682.012,268462342391.206,287482088710.147,306612766577.62,325867033137.996,345241055887.734,370277266619.947,395482005104.576,420790113260.131,446265800878.472,471821376785.041,504727961202.387,537894630747.462,571241109105.33,604744856746.709,638404487470.394,680651809925.066,723166943183.587,765979658636.044,809009072339.742,852232778645.608,905273909564.233,958700287099.243,1012487013417.81,1066628903063.28,1121221502667.35,1187070338810.78,1253405692009.21,1320324806442.86,1387556835850.15,1455134361802.11,1535128156780.9,1615605263678.42,1696514295392.12,1778039071654.43,1859918676902.6,1955121271006.91,2051328734445.93,2148281562428.71,2246107868301.14,2344624051801.85,2457439788479.15,2570767059928.57,2684945337968.56,2799884749042.07,2915395533338.8,3046157923592.02,3178023372723.43,3310311257639.4,3443568159600.77,3577982981571.15
MDV,3177123750,3288316992,3494128782,4373381715,4630537180,4032745668,5081916424,5475693670,6000734170,5563358955,5962289600,6465689750,6639396931,7111065024,7640340876,7866610644,8368989402,8973850320,9701695590,10365554940,6903107820,9776163072,10996765129,11774611884,12460160324,13273577910,14056430432,14823108775,15576137136,15997526835.4479,16446106133.3587,17041515912.6897,17670351975.5556,18315454851.0492,18951519133.9883,19572831470.1945,20322501739.1548,21058477775.6282,21778842630.4706,22478295146.7465,23154720617.6067,23944837815.8447,24711009238.8486,25450834406.801,26162140357.871,26844887758.1232,27604544105.0877,28345403469.923,29065831881.0096,29761269850.8563,30434508027.9864,31182599701.3189,31910427829.6712,32610350277.2587,33275215015.3824,33897241105.0065,34702987869.4427,35469249731.3578,36191762685.1269,36851452642.3128,37449424641.5757,38225799914.7295,38956342359.6039,39660231873.696,40354706135.1172,41058086773.0848,41837736985.946,42663710049.761,43548875899.8656,44502571904.5051,45533744893.1011,46527350668.9248,47600059467.1338,48757092540.3051,49998328017.4377,51325124359.2032,52618809014.4949,53979882364.065,55381807205.2436,56803799162.9541,58216641275.878,59544598061.8897,60800035635.2292,61973956011.6061,63056739239.1632,64060007585.3622,65108893031.6835,66110666961.1792,67082948209.9822,68045227223.6356,68985615272.359,70016842507.5353,71058236393.7643,72122625612.221,73214458791.2979,74336368303.7344,75486157017.4943,76685493588.0932,77933119647.6934,79243812257.2028,80623059706.5012
MEX,1764552100535,1757416151440,1756721382762,1782121781390,1851992196880,1894734037629,1979903470775,2025282213045,2048431626570,1940158083105,2039470657930,2114162227079,2191181614928,2220847256670,2284127148800,2359358849420,2421415325160,2472591703168,2526863511984,2521835898306,2320382984416,2429915408996,2504414976680,2549923699730,2589855404444,2639115557792,2687425132127,2736301548540,2786575163624,2855640363831.83,2923826166427.83,2991643751862.53,3058790218736.56,3125378601733.79,3190617694322.37,3255163717771.37,3320350799710.75,3383697164705.5,3447047299159.67,3510559205882.03,3574257378750.69,3638101780586.48,3702076983591.95,3765888141131.51,3829863467860.13,3894379931903.39,3959071149174.69,4023877874862.75,4088664658792.82,4153041017505.54,4217440649614.06,4281180423211.05,4344058965629,4406360118892.58,4467675656520.38,4528232606667.72,4588523336606.68,4647774292698.04,4706548597601.33,4764856287275.2,4823278955055.34,4916052507036.03,5006757780739.06,5095259354428.64,5180798000668.5,5263742668634.08,5358274805032.77,5450299979589.65,5540088463804.43,5627647724171.59,5712828817494.96,5803275131743.01,5892108202041.37,5978831184147.65,6063427102809.56,6145584508281.3,6235922648362.77,6324081091711.48,6410432907936.88,6494729993412.86,6577811652215.22,6662913656781.54,6745401065741.2,6825877893868.72,6904229646258.68,6980115490306.07,7060695172949.66,7138767970629.41,7215191890576.69,7289385808602.88,7362466909658.26,7442935447850.8,7524248465609.34,7606108388150.28,7690940598471.69,7777033653903.26,7868128110322.39,7963553438561.22,8057321637284.07,8149856333326.8,8240607729993.89
MHL,148374453,160529487,165962000,162437900,160507350,165188184,163957044,171797340,158737644,163491224,175843771,173926814,169498982,178742376,176258700,178328628,180221058,185435352,193913665,206421050,202305070,204063805,208759152,213280200,219673155,221852436,227312266,228890794,234454141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKD,20644480860,20005300224,20308203684,20752151868,21731611190,22754746455,23922650768,25468342065,26869291032,26771579872,27663278577,28317231740,28181217908,29012970224,30060025130,31217504298,32115566456,32453612125,33391191665,34694797080,33075350557,34375683953,35137791827,35629721405,36912391748,38351975051,39809349685,41322105242,42768377622,44057720588.5414,45332246099.3411,46769769355.6097,48182915458.2743,49542309410.6621,50857630964.7543,52098624537.8266,53433942330.4481,54749252443.2756,56050415568.5434,57317658123.8376,58541601673.3668,59768392471.7681,60976003843.2745,62158549998.382,63310023429.651,64437516491.1511,65563531258.2207,66651135886.0601,67691230442.6409,68689121566.2724,69636989391.755,70648658786.5788,71618133999.2365,72556952854.6519,73444791630.2758,74268044535.879,75168038253.4554,76009807532.6703,76801195379.8965,77558032260.7025,78280511622.1658,79019377692.5293,79732127379.3804,80397291553.9646,81040213122.7718,81701866161.8096,82324671184.7688,82903132785.4806,83511682940.516,84075594724.0156,84599133102.2954,85004831801.097,85422879754.0008,85881753468.9532,86363373352.6135,86879537166.8453,87279868447.9928,87639521409.2936,87979754197.3353,88333420998.7621,88901746598.2292,89524492529.7235,90126986650.3531,90696930568.9491,91228682500.437,91684712306.696,92101233050.5825,92609817034.3019,93055225360.3405,93513251709.5943,93927029164.9724,94333625446.3657,94744557165.5425,95242590948.0319,95780930064.5892,96432695413.0946,97020928450.9818,97623325510.2341,98231940233.7966,98862564172.1168,99508995061.8781
MLI,17817389002,20557534016,21196398336,23128340268,23489464544,25025288428,26192003760,27106305187,28399783291,29729591526,31337863638,32354203800,32083740045,32819403396,35145001472,37313866780,39497167600,41592128355,43566454690,45642060163,45075387390,46452458475,48172233856,50580663588,53162226810,55978996587,58833099786,61774964955,64865206869,69279061101.9583,73787554355.5571,79720128923.4448,85759279481.077,91919579112.2197,98200414367.5617,104596589882.208,113149798279.222,121867066131.286,130740932267.151,139774918606.692,148985441489.311,161283865971.752,173790757862.262,186510919927.629,199455283713.954,212616160524.138,230041112887.165,247795199423.451,265843488124.125,284182616087.165,302829208266.175,327083637371.102,351758760362.512,376850428311.892,402224838802.852,427919373268.462,460676776170.075,493978199862.262,527756723311.167,562007831644.925,596721691385.764,640327151334.717,684386199082.15,729030283081.163,774232074417.206,819872491482.764,876101222871.187,933037115421.749,990629917757.642,1048765259341.14,1107324514748.57,1178701367706.4,1250899187528.97,1323650556775.07,1396940564019.54,1470910761530.14,1559079589572.31,1648212115048.94,1738016442809.47,1828132189727.02,1918862052791.36,2024980259919.72,2131979144435.09,2239714648332.78,2348038609233.52,2456649948167.82,2582943680099.23,2709913928597.37,2837685320400.56,2966047451675.15,3094850600816.94,3242498490824,3391458692020.07,3540507315955.99,3690464120792.03,3841120133021.9,4010851010887.69,4181350420083.28,4352731386777.07,4524260260705.73,4695813568228.9
MLT,10900023514,10753892742,11051507105,11482740263,11511248400,11906594297,12195442620,12789803068,13272094752,13118560629,13842413334,13908340710,14496405528,15290988930,16422895632,18031283160,18610748100,20639301160,21945522564,23489865984,21465812335,23975080344,25624005913,26526474450,27429893618,28415300750,29444788698,30441633750,31541541738,32754748382.3285,34017732729.9619,35260272317.0365,36476527682.4198,37660594477.0327,38806548966.2191,39908495483.6478,40985166636.8532,42032792571.9324,43047619892.2972,44025933406.1821,44964078220.9352,45882942361.7456,46780509910.8106,47654777794.4896,48503763054.9183,49325510188.7281,50125515662.0907,50902254279.4897,51654225473.3033,52379958060.8479,53078014975.7839,53763618339.9115,54436040136.5772,55094558856.1744,55738460765.8338,56367041180.0971,57013635619.7691,57678697886.6788,58362697638.8849,59066120933.6169,59789470792.2325,60541863999.566,61324164248.2287,62137276097.7865,62982146696.7495,63859767597.5406,64752515207.2648,65660681322.6491,66584563905.228,67524467221.3252,68480701985.4161,69347983959.9372,70237270313.6125,71163719790.3478,72124214077.5781,73125888065.995,73912067424.2315,74747652235.5511,75590919433.0868,76419635491.7121,77262403620.941,78129040164.9692,78998979373.5385,79864620765.8999,80698105553.2355,81534546239.5276,82487781993.0146,83440182470.8207,84400445573.0885,85386649496.0668,86367969593.6055,87400219434.0921,88431375332.9092,89492067891.913,90578838656.4898,91691763058.0783,92863604662.2605,94050715951.9883,95256766064.0431,96481017574.7076,97727580720.0044
MMR,51515882010,57937899954,63690347010,72095179107,83138624856,94418439072,106982574881,120355714152,129452361136,135127882274,142218953360,149998960437,159728164692,172346263492,186475857076,200410242461,213256475388,225518180100,239959472349,256159069088,264331680066,216914770800,221189743992,226902455230,232891056560,238779666552,244949394878,252050289489,260613673650,271401335895.034,282206243072.569,292713467312.565,303293765331.576,313895681719.828,324497725431.432,335108284525.865,346235532210.518,357354660878.493,368440173730.267,379530751948.213,390566552495.575,402523474454.118,414503230058.998,426467430229.902,438426450324.561,450384339245.333,463316504636.784,476276683570.457,489261519164.003,502287612326.663,515321392819.031,529025752493.348,542784704340.562,556521262273.744,570310568167.447,584090456765.16,598794149361.397,613537494856.973,628292549584.796,643047960913.949,657890603042.865,673904856193.091,690140677458.344,706655348651.356,723383676545.597,740084573041.179,757340161325.311,774647760650.71,792015099885.804,809527999658.639,827166200149.098,845344543411.136,863622980398.462,882084800135.904,900635573359.755,919318146986.342,938113778588.547,956745832515.983,975168499574.151,993715186305.17,1012548217933.02,1032593573655.34,1052842571971.53,1073164662805.9,1093624089077.53,1114070767395.19,1135496880935.99,1156972578671.18,1178612232536.08,1200250544256.05,1221851232460.73,1244170536136.24,1266355461002.38,1288526431215.28,1310709722081.85,1332924053064.35,1356470438809.54,1380097809971.1,1403799716039.64,1427499494050.87,1451380163873.14
