# File: NREL_ATB_OMvar_EU.csv
# Title: Technology variable O&M cost assumptions by year from NREL 2019 ATB
# Units: $2015/MWh for 2015-2016; $2017/MWh for 2017-2050
# Source: NREL 2019 Annual Technology Baseline for 2017-2050 (https://atb.nrel.gov/electricity/2019/files/2019-ATB-data.xlsm); NREL 2017 Annual Technology Baseline for 2015-2016 (https://data.nrel.gov/files/71/2017-ATB-data.xlsm)
# Comments: tech_type corresponds to tab within the ATB workbooks; tech_detail corresponds to the more detailed technologies within those tabs.
# Users can specify how ATB technologies are mapped to GCAM technologies in energy/mappings/atb_gcam_mapping.csv.
# Column types: ccccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
tech_type,tech_detail,input,case,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Coal,coal (conv pul CCS),OM-var,central,5.396517179,5.777855652,6.186140955,6.186140955,6.186140955,6.186140955,6.165699406,6.145257857,6.124816308,6.104374759,6.08393321,6.063491661,6.043050112,6.022608563,6.002167014,5.981725465,5.958462247,5.935199028,5.91193581,5.888672592,5.865409373,5.842146155,5.818882937,5.795619719,5.7723565,5.749093282,5.744130515,5.739167747,5.73420498,5.729242213,5.724279446,5.719316679,5.714353911,5.709391144,5.704428377,5.69946561
Coal,coal (IGCC CCS),OM-var,central,6.888368543,7.375126919,7.896281498,7.896281498,7.896281498,7.896281498,7.865554816,7.834828134,7.804101452,7.77337477,7.742648088,7.711921406,7.681194724,7.650468042,7.61974136,7.589014677,7.561275745,7.533536812,7.505797879,7.478058947,7.450320014,7.422581081,7.394842149,7.367103216,7.339364283,7.311625351,7.284900316,7.258175281,7.231450245,7.20472521,7.178000175,7.15127514,7.124550105,7.09782507,7.071100035,7.044375
Gas,gas (steam/CT),OM-var,central,2.365026433,2.44374656,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894
Gas,gas (CC),OM-var,central,2.597380645,2.684606115,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798
Gas,gas (CC CCS),OM-var,central,3.460474211,3.585310943,3.714651165,3.714651165,3.714651165,3.714651165,3.701921167,3.689191168,3.676461169,3.663731171,3.651001172,3.638271174,3.625541175,3.612811177,3.600081178,3.58735118,3.574531924,3.561712668,3.548893412,3.536074156,3.5232549,3.510435644,3.497616388,3.484797132,3.471977876,3.45915862,3.446797455,3.43443629,3.422075125,3.40971396,3.397352795,3.384991629,3.372630464,3.360269299,3.347908134,3.335546969
Biopower,biomass (conv),OM-var,central,3.9872132,4.128025562,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851
Biopower,biomass (conv CCS),OM-var,central,6.711252558,6.948267054,7.19365195,7.19365195,7.19365195,7.19365195,7.184003596,7.174355243,7.164706889,7.155058536,7.145410182,7.135761829,7.126113475,7.116465122,7.106816768,7.097168415,7.086188241,7.075208068,7.064227894,7.053247721,7.042267547,7.031287374,7.0203072,7.009327027,6.998346853,6.98736668,6.985024268,6.982681856,6.980339443,6.977997031,6.975654619,6.973312207,6.970969795,6.968627383,6.966284971,6.963942558
Biopower,biomass (IGCC),OM-var,central,3.095070782,3.204376256,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196
Biopower,biomass (IGCC CCS),OM-var,central,5.632781593,5.831708824,6.037661366,6.037661366,6.037661366,6.037661366,6.027076606,6.016491846,6.005907086,5.995322326,5.984737566,5.974152807,5.963568047,5.952983287,5.942398527,5.931813767,5.92225823,5.912702693,5.903147156,5.893591619,5.884036082,5.874480545,5.864925009,5.855369472,5.845813935,5.836258398,5.82705213,5.817845861,5.808639593,5.799433324,5.790227056,5.781020788,5.771814519,5.762608251,5.753401983,5.744195714
Nuclear,Gen_III,OM-var,central,7.221597796,7.447272727,7.68,7.68,7.68,7.68,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.904,8.928,8.952,8.976,9,9.024,9.048,9.072,9.096,9.12,9.144,9.168,9.192,9.216,9.24,9.264,9.288,9.312,9.336,9.36
Land-Based Wind,wind,OM-var,central,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216
Offshore Wind,wind_offshore,OM-var,central,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716
Solar - Utility PV,PV,OM-var,central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar - CSP,CSP_storage,OM-var,central,0.114217728,0.117073171,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Solar - PV dist. Res,rooftop_pv_res,OM-var,central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar - PV dist. Comm,rooftop_pv_comm,OM-var,central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geothermal,geothermal,OM-var,central,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132
Coal,coal (conv pul),OM-var,low tech,3.640632201,3.983186215,4.357971789,4.357971789,4.357971789,4.357971789,4.343571261,4.329170734,4.314770206,4.300369679,4.285969151,4.271568623,4.257168096,4.242767568,4.228367041,4.213966513,4.197578194,4.181189876,4.164801557,4.148413238,4.13202492,4.115636601,4.099248282,4.082859964,4.066471645,4.050083326,4.046587189,4.043091051,4.039594914,4.036098776,4.032602639,4.029106501,4.025610364,4.022114226,4.018618089,4.015121951
Coal,coal (IGCC),OM-var,low tech,5.270419535,5.713191907,6.193161959,6.193161959,6.193161959,6.193161959,6.169062601,6.144963242,6.120863884,6.096764525,6.072665167,6.048565808,6.02446645,6.000367091,5.976267733,5.952168374,5.930412349,5.908656323,5.886900298,5.865144272,5.843388246,5.821632221,5.799876195,5.778120169,5.756364144,5.734608118,5.713647306,5.692686495,5.671725683,5.650764871,5.629804059,5.608843247,5.587882435,5.566921624,5.545960812,5.525
Coal,coal (conv pul CCS),OM-var,low tech,5.396517179,5.777855652,6.186140955,6.186140955,6.186140955,6.186140955,6.165699406,6.145257857,6.124816308,6.104374759,6.08393321,6.063491661,6.043050112,6.022608563,6.002167014,5.981725465,5.958462247,5.935199028,5.91193581,5.888672592,5.865409373,5.842146155,5.818882937,5.795619719,5.7723565,5.749093282,5.744130515,5.739167747,5.73420498,5.729242213,5.724279446,5.719316679,5.714353911,5.709391144,5.704428377,5.69946561
Coal,coal (IGCC CCS),OM-var,low tech,6.888368543,7.375126919,7.896281498,7.896281498,7.896281498,7.896281498,7.865554816,7.834828134,7.804101452,7.77337477,7.742648088,7.711921406,7.681194724,7.650468042,7.61974136,7.589014677,7.561275745,7.533536812,7.505797879,7.478058947,7.450320014,7.422581081,7.394842149,7.367103216,7.339364283,7.311625351,7.284900316,7.258175281,7.231450245,7.20472521,7.178000175,7.15127514,7.124550105,7.09782507,7.071100035,7.044375
Gas,gas (steam/CT),OM-var,low tech,2.365026433,2.44374656,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894
Gas,gas (CC),OM-var,low tech,2.597380645,2.684606115,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798
Gas,gas (CC CCS),OM-var,low tech,3.460474211,3.585310943,3.714651165,3.714651165,3.714651165,3.714651165,3.701921167,3.689191168,3.676461169,3.663731171,3.651001172,3.638271174,3.625541175,3.612811177,3.600081178,3.58735118,3.574531924,3.561712668,3.548893412,3.536074156,3.5232549,3.510435644,3.497616388,3.484797132,3.471977876,3.45915862,3.446797455,3.43443629,3.422075125,3.40971396,3.397352795,3.384991629,3.372630464,3.360269299,3.347908134,3.335546969
Biopower,biomass (conv),OM-var,low tech,3.9872132,4.128025562,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851
Biopower,biomass (conv CCS),OM-var,low tech,6.711252558,6.948267054,7.19365195,7.19365195,7.19365195,7.19365195,7.184003596,7.174355243,7.164706889,7.155058536,7.145410182,7.135761829,7.126113475,7.116465122,7.106816768,7.097168415,7.086188241,7.075208068,7.064227894,7.053247721,7.042267547,7.031287374,7.0203072,7.009327027,6.998346853,6.98736668,6.985024268,6.982681856,6.980339443,6.977997031,6.975654619,6.973312207,6.970969795,6.968627383,6.966284971,6.963942558
Biopower,biomass (IGCC),OM-var,low tech,3.095070782,3.204376256,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196
Biopower,biomass (IGCC CCS),OM-var,low tech,5.632781593,5.831708824,6.037661366,6.037661366,6.037661366,6.037661366,6.027076606,6.016491846,6.005907086,5.995322326,5.984737566,5.974152807,5.963568047,5.952983287,5.942398527,5.931813767,5.92225823,5.912702693,5.903147156,5.893591619,5.884036082,5.874480545,5.864925009,5.855369472,5.845813935,5.836258398,5.82705213,5.817845861,5.808639593,5.799433324,5.790227056,5.781020788,5.771814519,5.762608251,5.753401983,5.744195714
Nuclear,Gen_III,OM-var,low tech,7.221597796,7.447272727,7.68,7.68,7.68,7.68,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.904,8.928,8.952,8.976,9,9.024,9.048,9.072,9.096,9.12,9.144,9.168,9.192,9.216,9.24,9.264,9.288,9.312,9.336,9.36
Land-Based Wind,wind,OM-var,low tech,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216
Offshore Wind,wind_offshore,OM-var,low tech,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716
Solar - Utility PV,PV,OM-var,low tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar - CSP,CSP_storage,OM-var,low tech,0.114217728,0.117073171,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Solar - PV dist. Res,rooftop_pv_res,OM-var,low tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar - PV dist. Comm,rooftop_pv_comm,OM-var,low tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geothermal,geothermal,OM-var,low tech,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132
Coal,coal (conv pul),OM-var,adv tech,3.640632201,3.983186215,4.357971789,4.357971789,4.357971789,4.357971789,4.343571261,4.329170734,4.314770206,4.300369679,4.285969151,4.271568623,4.257168096,4.242767568,4.228367041,4.213966513,4.197578194,4.181189876,4.164801557,4.148413238,4.13202492,4.115636601,4.099248282,4.082859964,4.066471645,4.050083326,4.046587189,4.043091051,4.039594914,4.036098776,4.032602639,4.029106501,4.025610364,4.022114226,4.018618089,4.015121951
Coal,coal (IGCC),OM-var,adv tech,5.270419535,5.713191907,6.193161959,6.193161959,6.193161959,6.193161959,6.169062601,6.144963242,6.120863884,6.096764525,6.072665167,6.048565808,6.02446645,6.000367091,5.976267733,5.952168374,5.930412349,5.908656323,5.886900298,5.865144272,5.843388246,5.821632221,5.799876195,5.778120169,5.756364144,5.734608118,5.713647306,5.692686495,5.671725683,5.650764871,5.629804059,5.608843247,5.587882435,5.566921624,5.545960812,5.525
Coal,coal (conv pul CCS),OM-var,adv tech,5.396517179,5.777855652,6.186140955,6.186140955,6.186140955,6.186140955,6.165699406,6.145257857,6.124816308,6.104374759,6.08393321,6.063491661,6.043050112,6.022608563,6.002167014,5.981725465,5.958462247,5.935199028,5.91193581,5.888672592,5.865409373,5.842146155,5.818882937,5.795619719,5.7723565,5.749093282,5.744130515,5.739167747,5.73420498,5.729242213,5.724279446,5.719316679,5.714353911,5.709391144,5.704428377,5.69946561
Coal,coal (IGCC CCS),OM-var,adv tech,6.888368543,7.375126919,7.896281498,7.896281498,7.896281498,7.896281498,7.865554816,7.834828134,7.804101452,7.77337477,7.742648088,7.711921406,7.681194724,7.650468042,7.61974136,7.589014677,7.561275745,7.533536812,7.505797879,7.478058947,7.450320014,7.422581081,7.394842149,7.367103216,7.339364283,7.311625351,7.284900316,7.258175281,7.231450245,7.20472521,7.178000175,7.15127514,7.124550105,7.09782507,7.071100035,7.044375
Gas,gas (steam/CT),OM-var,adv tech,2.365026433,2.44374656,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894,2.525086894
Gas,gas (CC),OM-var,adv tech,2.597380645,2.684606115,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798,2.774760798
Gas,gas (CC CCS),OM-var,adv tech,3.460474211,3.585310943,3.714651165,3.714651165,3.714651165,3.714651165,3.701921167,3.689191168,3.676461169,3.663731171,3.651001172,3.638271174,3.625541175,3.612811177,3.600081178,3.58735118,3.574531924,3.561712668,3.548893412,3.536074156,3.5232549,3.510435644,3.497616388,3.484797132,3.471977876,3.45915862,3.446797455,3.43443629,3.422075125,3.40971396,3.397352795,3.384991629,3.372630464,3.360269299,3.347908134,3.335546969
Biopower,biomass (conv),OM-var,adv tech,3.9872132,4.128025562,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851,4.273810851
Biopower,biomass (conv CCS),OM-var,adv tech,6.711252558,6.948267054,7.19365195,7.19365195,7.19365195,7.19365195,7.184003596,7.174355243,7.164706889,7.155058536,7.145410182,7.135761829,7.126113475,7.116465122,7.106816768,7.097168415,7.086188241,7.075208068,7.064227894,7.053247721,7.042267547,7.031287374,7.0203072,7.009327027,6.998346853,6.98736668,6.985024268,6.982681856,6.980339443,6.977997031,6.975654619,6.973312207,6.970969795,6.968627383,6.966284971,6.963942558
Biopower,biomass (IGCC),OM-var,adv tech,3.095070782,3.204376256,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196,3.31754196
Biopower,biomass (IGCC CCS),OM-var,adv tech,5.632781593,5.831708824,6.037661366,6.037661366,6.037661366,6.037661366,6.027076606,6.016491846,6.005907086,5.995322326,5.984737566,5.974152807,5.963568047,5.952983287,5.942398527,5.931813767,5.92225823,5.912702693,5.903147156,5.893591619,5.884036082,5.874480545,5.864925009,5.855369472,5.845813935,5.836258398,5.82705213,5.817845861,5.808639593,5.799433324,5.790227056,5.781020788,5.771814519,5.762608251,5.753401983,5.744195714
Nuclear,Gen_III,OM-var,adv tech,7.221597796,7.447272727,7.68,7.68,7.68,7.68,7.8,7.92,8.04,8.16,8.28,8.4,8.52,8.64,8.76,8.88,8.904,8.928,8.952,8.976,9,9.024,9.048,9.072,9.096,9.12,9.144,9.168,9.192,9.216,9.24,9.264,9.288,9.312,9.336,9.36
Land-Based Wind,wind,OM-var,adv tech,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216,0.216
Offshore Wind,wind_offshore,OM-var,adv tech,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716,0.4716
Solar - Utility PV,PV,OM-var,adv tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar - CSP,CSP_storage,OM-var,adv tech,0.114217728,0.117073171,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12
Solar - PV dist. Res,rooftop_pv_res,OM-var,adv tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Solar - PV dist. Comm,rooftop_pv_comm,OM-var,adv tech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geothermal,geothermal,OM-var,adv tech,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132,0.132
